position	distance	allele0_0	allele0_1	allele1_0	allele1_1
N/A	2.48e-05	1	1.02933e-07	3.38095e-06	0.999997
N/A	2.48e-05	1	2.37194e-07	9.49692e-06	0.999991
N/A	2.48e-05	1	1.00109e-07	0.00468742	0.995313
N/A	2.48e-05	1	1.22409e-07	1.61274e-06	0.999998
N/A	2.48e-05	1	2.59321e-07	4.3785e-06	0.999996
N/A	2.48e-05	1	1.78536e-07	0.00424403	0.995756
N/A	2.48e-05	1	1.36591e-07	0.00703904	0.992961
N/A	2.48e-05	1	1.28918e-07	1.03324e-07	1
N/A	2.48e-05	1	1.11882e-07	2.87729e-05	0.999971
N/A	2.48e-05	1	1.69647e-07	1.36005e-07	1
N/A	2.48e-05	1	1.13367e-07	0.000470636	0.999529
N/A	2.48e-05	1	1.2688e-07	0.000219526	0.99978
N/A	2.48e-05	1	3.4651e-07	3.67533e-06	0.999996
N/A	2.48e-05	1	3.0237e-07	2.26657e-06	0.999998
N/A	2.48e-05	1	1.6253e-07	0.00953155	0.990468
N/A	2.48e-05	0.999999	5.71585e-07	1.05292e-06	0.999999
N/A	2.48e-05	1	3.47186e-07	0.000653341	0.999347
N/A	2.48e-05	1	1.64802e-07	0.00143751	0.998562
N/A	2.48e-05	1	1.56935e-07	2.04015e-07	1
N/A	2.48e-05	1	3.87701e-07	0.000213513	0.999786
N/A	2.48e-05	1	1.06041e-07	0.00188882	0.998111
N/A	2.48e-05	1	1.84918e-07	0.000180513	0.999819
N/A	2.48e-05	1	1.1592e-07	4.99257e-06	0.999995
N/A	2.48e-05	1	4.44429e-07	0.00070002	0.9993
N/A	2.48e-05	1	1.20927e-07	1.31091e-05	0.999987
N/A	2.48e-05	1	1.87896e-07	4.11988e-07	1
N/A	2.48e-05	1	3.61941e-07	1.98388e-05	0.99998
N/A	2.48e-05	1	1.64045e-07	0.000281663	0.999718
N/A	2.48e-05	0.999999	5.18385e-07	3.90111e-05	0.999961
N/A	2.48e-05	1	1.58088e-07	3.78466e-05	0.999962
N/A	2.48e-05	1	1.16048e-07	3.24489e-05	0.999968
N/A	2.48e-05	1	1.32021e-07	0.000552816	0.999447
N/A	2.48e-05	1	4.53358e-07	0.00928516	0.990715
N/A	2.48e-05	1	1.26104e-07	6.16095e-06	0.999994
N/A	2.48e-05	1	1.09898e-07	5.21643e-05	0.999948
N/A	2.48e-05	1	3.0319e-07	0.00770883	0.992291
N/A	2.48e-05	0.999999	5.95599e-07	0.00081057	0.999189
N/A	2.48e-05	1	2.57149e-07	3.82251e-05	0.999962
N/A	2.48e-05	1	2.04548e-07	0.000119318	0.999881
N/A	2.48e-05	1	1.61532e-07	0.00112228	0.998878
N/A	2.48e-05	1	2.92051e-07	7.57364e-05	0.999924
N/A	2.48e-05	1	1.39347e-07	4.58366e-05	0.999954
N/A	2.48e-05	1	1.39212e-07	8.03807e-06	0.999992
N/A	2.48e-05	0.999999	5.31891e-07	1.24665e-07	1
N/A	2.48e-05	1	4.55415e-07	7.3937e-06	0.999993
N/A	2.48e-05	0.999998	1.63582e-06	0.00296198	0.997038
N/A	2.48e-05	1	1.20742e-07	4.84444e-07	1
N/A	2.48e-05	1	1.96228e-07	8.16887e-07	0.999999
N/A	2.48e-05	1	2.53323e-07	0.000298201	0.999702
N/A	2.48e-05	1	1.48844e-07	0.000623285	0.999377
N/A	2.48e-05	1	1.53647e-07	2.05927e-07	1
N/A	2.48e-05	1	1.67326e-07	4.44591e-06	0.999996
N/A	2.48e-05	1	2.92031e-07	0.00344583	0.996554
N/A	2.48e-05	1	2.53177e-07	2.37913e-06	0.999998
N/A	2.48e-05	1	1.04584e-07	0.000503399	0.999497
N/A	2.48e-05	1	2.31073e-07	0.000105759	0.999894
N/A	2.48e-05	0.999999	5.43798e-07	4.31594e-07	1
N/A	2.48e-05	1	3.32548e-07	0.000182224	0.999818
N/A	2.48e-05	1	1.17142e-07	2.86361e-05	0.999971
N/A	2.48e-05	1	1.09965e-07	0.00185132	0.998149
N/A	2.48e-05	1	2.73522e-07	0.000114203	0.999886
N/A	2.48e-05	1	2.80674e-07	1.71619e-07	1
N/A	2.48e-05	1	2.46418e-07	0.000138061	0.999862
N/A	2.48e-05	1	1.28229e-07	0.000317416	0.999683
N/A	2.48e-05	1	1.79328e-07	2.16987e-07	1
N/A	2.48e-05	1	1.9474e-07	7.13107e-06	0.999993
N/A	2.48e-05	1	1.11007e-07	1.31436e-05	0.999987
N/A	2.48e-05	1	1.29232e-07	0.00364727	0.996353
N/A	2.48e-05	1	1.20855e-07	0.000247824	0.999752
N/A	2.48e-05	1	2.80613e-07	9.90592e-06	0.99999
N/A	2.48e-05	0.999999	5.03932e-07	1.58337e-07	1
N/A	2.48e-05	1	1.3011e-07	2.37467e-07	1
N/A	2.48e-05	1	1.11373e-07	0.00191261	0.998087
N/A	2.48e-05	1	1.40826e-07	7.94017e-07	0.999999
N/A	2.48e-05	1	1.74847e-07	2.40179e-06	0.999998
N/A	2.48e-05	1	1.00277e-07	0.000628358	0.999372
N/A	2.48e-05	1	1.14417e-07	0.00179148	0.998209
N/A	2.48e-05	0.999999	6.80167e-07	0.00172419	0.998276
N/A	2.48e-05	1	3.60016e-07	0.000239817	0.99976
N/A	2.48e-05	1	3.15997e-07	0.00181016	0.99819
N/A	2.48e-05	1	1.31528e-07	0.000255973	0.999744
N/A	2.48e-05	1	1.90761e-07	1.57318e-05	0.999984
N/A	2.48e-05	1	4.61794e-07	3.12589e-07	1
N/A	2.48e-05	1	1.27676e-07	1.1282e-05	0.999989
N/A	2.48e-05	1	2.54184e-07	2.09259e-05	0.999979
N/A	2.48e-05	1	1.43402e-07	1.13078e-06	0.999999
N/A	2.48e-05	1	2.97256e-07	3.86123e-07	1
N/A	2.48e-05	1	1.71174e-07	0.000132684	0.999867
N/A	2.48e-05	0.999999	5.75272e-07	4.47131e-06	0.999996
N/A	2.48e-05	1	1.056e-07	3.08323e-05	0.999969
N/A	2.48e-05	0.999999	6.00386e-07	0.00152939	0.998471
N/A	2.48e-05	0.999999	9.14457e-07	4.95118e-05	0.99995
N/A	2.48e-05	1	1.52081e-07	5.20552e-05	0.999948
N/A	2.48e-05	1	2.61843e-07	1.0375e-06	0.999999
N/A	2.48e-05	1	4.38877e-07	0.00350348	0.996497
N/A	2.48e-05	1	2.70434e-07	2.27761e-06	0.999998
N/A	2.48e-05	0.999999	6.94764e-07	5.36179e-07	0.999999
N/A	2.48e-05	1	1.1423e-07	9.72087e-05	0.999903
N/A	2.48e-05	1	1.51252e-07	0.00704044	0.99296
N/A	2.48e-05	1	1.08574e-07	1.02901e-07	1
N/A	2.48e-05	1	1.5243e-07	5.78647e-05	0.999942
N/A	2.48e-05	1	1.35386e-07	0.00403236	0.995968
N/A	2.48e-05	1	1.29671e-07	1.0875e-07	1
N/A	2.48e-05	1	2.42841e-07	0.000452701	0.999547
N/A	2.48e-05	1	3.93365e-07	0.00642447	0.993576
N/A	2.48e-05	1	1.0908e-07	1.4138e-07	1
N/A	2.48e-05	1	1.31436e-07	1.45648e-07	1
N/A	2.48e-05	1	1.24848e-07	5.42666e-06	0.999995
N/A	2.48e-05	1	3.37608e-07	1.51708e-06	0.999998
N/A	2.48e-05	1	2.46828e-07	0.000749496	0.999251
N/A	2.48e-05	1	2.07818e-07	0.000545131	0.999455
N/A	2.48e-05	1	2.10633e-07	2.60693e-06	0.999997
N/A	2.48e-05	1	1.01325e-07	0.000121622	0.999878
N/A	2.48e-05	1	1.37722e-07	1.45124e-07	1
N/A	2.48e-05	1	1.72934e-07	1.16758e-06	0.999999
N/A	2.48e-05	1	4.09214e-07	0.00908282	0.990917
N/A	2.48e-05	1	3.07227e-07	6.83038e-07	0.999999
N/A	2.48e-05	1	1.05007e-07	0.00733098	0.992669
N/A	2.48e-05	1	2.31254e-07	1.65002e-05	0.999983
N/A	2.48e-05	1	1.82927e-07	0.000824955	0.999175
N/A	2.48e-05	1	1.06162e-07	2.97259e-07	1
N/A	2.48e-05	1	1.52375e-07	4.73337e-06	0.999995
N/A	2.48e-05	1	2.22756e-07	0.000297296	0.999703
N/A	2.48e-05	1	2.07245e-07	1.77624e-07	1
N/A	2.48e-05	1	1.27383e-07	7.76477e-06	0.999992
N/A	2.48e-05	1	3.38929e-07	8.56821e-05	0.999914
N/A	2.48e-05	1	2.41106e-07	9.13619e-05	0.999909
N/A	2.48e-05	1	1.0645e-07	0.00153378	0.998466
N/A	2.48e-05	1	1.00181e-07	9.76161e-07	0.999999
N/A	2.48e-05	1	1.49773e-07	8.45785e-05	0.999915
N/A	2.48e-05	1	2.90465e-07	6.16902e-07	0.999999
N/A	2.48e-05	1	1.10067e-07	0.00129421	0.998706
N/A	2.48e-05	1	4.79901e-07	4.73267e-05	0.999953
N/A	2.48e-05	1	1.21146e-07	0.000613754	0.999386
N/A	2.48e-05	1	4.63985e-07	2.61206e-07	1
N/A	2.48e-05	1	1.75598e-07	2.6821e-05	0.999973
N/A	2.48e-05	1	1.17147e-07	3.30595e-05	0.999967
N/A	2.48e-05	1	1.74796e-07	3.91205e-05	0.999961
N/A	2.48e-05	1	2.98444e-07	1.2123e-05	0.999988
N/A	2.48e-05	1	1.32402e-07	1.17724e-05	0.999988
N/A	2.48e-05	1	2.87081e-07	1.00067e-05	0.99999
N/A	2.48e-05	1	1.0448e-07	6.43466e-05	0.999936
N/A	2.48e-05	1	2.49125e-07	7.00934e-06	0.999993
N/A	2.48e-05	1	1.01608e-07	0.00774087	0.992259
N/A	2.48e-05	1	2.0248e-07	4.09217e-07	1
N/A	2.48e-05	1	1.06126e-07	0.00120746	0.998793
N/A	2.48e-05	1	1.62688e-07	0.000260764	0.999739
N/A	2.48e-05	1	3.81872e-07	1.01274e-05	0.99999
N/A	2.48e-05	1	3.97455e-07	1.01453e-07	1
N/A	2.48e-05	1	1.62489e-07	0.00714416	0.992856
N/A	2.48e-05	1	4.35712e-07	2.53032e-06	0.999997
N/A	2.48e-05	1	3.66641e-07	0.00893025	0.99107
N/A	2.48e-05	1	2.22988e-07	1.84316e-06	0.999998
N/A	2.48e-05	1	1.20345e-07	0.0028532	0.997147
N/A	2.48e-05	1	1.11684e-07	9.90562e-06	0.99999
