position	distance	allele0_0	allele0_1	allele1_0	allele1_1
N/A	2.48e-05	1	1.40791e-07	0.00846458	0.991535
N/A	2.48e-05	1	1.52885e-07	4.48947e-07	1
N/A	2.48e-05	1	3.31409e-07	2.16762e-06	0.999998
N/A	2.48e-05	1	1.63682e-07	1.87801e-05	0.999981
N/A	2.48e-05	1	1.22469e-07	6.20233e-05	0.999938
N/A	2.48e-05	1	1.46853e-07	4.54984e-05	0.999955
N/A	2.48e-05	1	1.51466e-07	0.000623103	0.999377
N/A	2.48e-05	1	1.92549e-07	0.000421207	0.999579
N/A	2.48e-05	1	3.68448e-07	1.7118e-05	0.999983
N/A	2.48e-05	1	1.98129e-07	0.000546422	0.999454
N/A	2.48e-05	1	2.50576e-07	4.59056e-06	0.999995
N/A	2.48e-05	1	1.61489e-07	0.00100154	0.998998
N/A	2.48e-05	1	1.23221e-07	5.41289e-07	0.999999
N/A	2.48e-05	0.999999	6.37731e-07	1.11542e-06	0.999999
N/A	2.48e-05	1	2.70753e-07	2.71522e-07	1
N/A	2.48e-05	1	1.35924e-07	1.17445e-06	0.999999
N/A	2.48e-05	1	2.4235e-07	0.00167708	0.998323
N/A	2.48e-05	1	1.04717e-07	0.00508609	0.994914
N/A	2.48e-05	1	2.14931e-07	6.1246e-05	0.999939
N/A	2.48e-05	1	2.03624e-07	6.45091e-06	0.999994
N/A	2.48e-05	1	1.9349e-07	1.51168e-06	0.999998
N/A	2.48e-05	1	2.6766e-07	3.69421e-05	0.999963
N/A	2.48e-05	1	1.39858e-07	7.49999e-07	0.999999
N/A	2.48e-05	1	1.52652e-07	0.00338616	0.996614
N/A	2.48e-05	1	4.03902e-07	5.30792e-06	0.999995
N/A	2.48e-05	1	1.16542e-07	0.000351174	0.999649
N/A	2.48e-05	1	1.48878e-07	0.00168519	0.998315
N/A	2.48e-05	1	2.14963e-07	3.72481e-05	0.999963
N/A	2.48e-05	1	1.21177e-07	2.16974e-05	0.999978
N/A	2.48e-05	1	1.00912e-07	0.00219653	0.997803
N/A	2.48e-05	1	1.04522e-07	4.07491e-05	0.999959
N/A	2.48e-05	1	3.26926e-07	0.00326475	0.996735
N/A	2.48e-05	1	2.95459e-07	0.00694149	0.993059
N/A	2.48e-05	1	1.75934e-07	1.99243e-05	0.99998
N/A	2.48e-05	1	2.57058e-07	1.18377e-07	1
N/A	2.48e-05	1	2.30865e-07	0.00714454	0.992855
N/A	2.48e-05	1	3.87208e-07	2.18657e-05	0.999978
N/A	2.48e-05	1	2.32262e-07	2.89628e-06	0.999997
N/A	2.48e-05	1	1.50626e-07	5.28426e-06	0.999995
N/A	2.48e-05	1	3.06153e-07	0.000187686	0.999812
N/A	2.48e-05	1	1.05066e-07	1.64717e-06	0.999998
N/A	2.48e-05	1	1.03736e-07	2.84411e-06	0.999997
N/A	2.48e-05	1	1.51041e-07	2.81202e-05	0.999972
N/A	2.48e-05	1	1.25563e-07	5.6921e-07	0.999999
N/A	2.48e-05	1	1.17155e-07	8.77186e-07	0.999999
N/A	2.48e-05	0.999999	5.29706e-07	2.17659e-06	0.999998
N/A	2.48e-05	1	1.97087e-07	4.49601e-06	0.999996
N/A	2.48e-05	1	1.17277e-07	1.64202e-07	1
N/A	2.48e-05	1	1.01889e-07	0.00220519	0.997795
N/A	2.48e-05	1	4.98024e-07	3.12483e-06	0.999997
N/A	2.48e-05	1	2.03635e-07	1.48207e-06	0.999999
N/A	2.48e-05	1	2.9053e-07	0.000100806	0.999899
N/A	2.48e-05	1	1.18665e-07	0.00425286	0.995747
N/A	2.48e-05	1	1.24567e-07	2.36738e-06	0.999998
N/A	2.48e-05	1	1.17083e-07	0.000176813	0.999823
N/A	2.48e-05	1	1.27217e-07	1.03417e-05	0.99999
N/A	2.48e-05	1	3.5743e-07	0.00361253	0.996387
N/A	2.48e-05	1	2.39591e-07	0.000735619	0.999264
N/A	2.48e-05	1	1.73413e-07	2.01525e-07	1
N/A	2.48e-05	1	1.74439e-07	0.00219906	0.997801
N/A	2.48e-05	1	1.18266e-07	0.00109204	0.998908
N/A	2.48e-05	1	1.76272e-07	8.21714e-05	0.999918
N/A	2.48e-05	1	1.27751e-07	3.4487e-06	0.999997
N/A	2.48e-05	1	2.22761e-07	0.000305586	0.999694
N/A	2.48e-05	1	1.82676e-07	0.00229797	0.997702
N/A	2.48e-05	1	2.9645e-07	0.00182232	0.998178
N/A	2.48e-05	1	1.29517e-07	1.51012e-07	1
N/A	2.48e-05	1	2.64386e-07	1.9687e-06	0.999998
N/A	2.48e-05	1	2.78266e-07	4.3066e-07	1
N/A	2.48e-05	1	3.17949e-07	4.34544e-05	0.999957
N/A	2.48e-05	1	2.55376e-07	7.80244e-07	0.999999
N/A	2.48e-05	1	1.89446e-07	0.000499578	0.9995
N/A	2.48e-05	1	3.30587e-07	7.23389e-05	0.999928
N/A	2.48e-05	1	1.18408e-07	1.85199e-07	1
N/A	2.48e-05	1	1.16078e-07	0.000248754	0.999751
N/A	2.48e-05	1	3.67982e-07	5.49911e-05	0.999945
N/A	2.48e-05	1	1.4937e-07	0.00398195	0.996018
N/A	2.48e-05	1	1.53411e-07	0.00146064	0.998539
N/A	2.48e-05	1	3.5603e-07	1.06707e-07	1
N/A	2.48e-05	1	2.49334e-07	0.00696229	0.993038
N/A	2.48e-05	1	2.0848e-07	3.08126e-05	0.999969
N/A	2.48e-05	1	1.89365e-07	3.9362e-07	1
N/A	2.48e-05	1	1.37649e-07	9.97012e-07	0.999999
N/A	2.48e-05	1	4.4989e-07	3.292e-07	1
N/A	2.48e-05	1	1.81937e-07	8.85894e-06	0.999991
N/A	2.48e-05	0.999999	5.76197e-07	7.94026e-05	0.999921
N/A	2.48e-05	1	1.87405e-07	9.13705e-05	0.999909
N/A	2.48e-05	1	3.29923e-07	3.2901e-06	0.999997
N/A	2.48e-05	0.999999	6.39709e-07	0.00815658	0.991843
N/A	2.48e-05	1	1.24946e-07	0.000748561	0.999251
N/A	2.48e-05	1	1.88624e-07	5.55689e-05	0.999944
N/A	2.48e-05	1	1.3833e-07	3.10103e-07	1
N/A	2.48e-05	1	4.8353e-07	6.29056e-06	0.999994
N/A	2.48e-05	1	2.86704e-07	4.05864e-07	1
N/A	2.48e-05	1	2.05664e-07	4.67171e-05	0.999953
N/A	2.48e-05	1	4.52216e-07	1.2628e-06	0.999999
N/A	2.48e-05	1	2.28178e-07	1.73121e-05	0.999983
N/A	2.48e-05	1	1.28735e-07	1.80754e-07	1
N/A	2.48e-05	1	1.43652e-07	0.000106161	0.999894
N/A	2.48e-05	1	2.58543e-07	1.58405e-07	1
N/A	2.48e-05	1	2.84959e-07	0.00195021	0.99805
N/A	2.48e-05	1	1.57339e-07	3.13971e-06	0.999997
N/A	2.48e-05	1	1.43164e-07	1.43648e-05	0.999986
N/A	2.48e-05	1	1.01234e-07	2.52613e-07	1
N/A	2.48e-05	1	1.83406e-07	0.00924613	0.990754
N/A	2.48e-05	1	1.73648e-07	7.73023e-05	0.999923
N/A	2.48e-05	1	1.33433e-07	4.72072e-07	1
N/A	2.48e-05	1	1.31583e-07	0.0010585	0.998941
N/A	2.48e-05	1	1.4752e-07	1.16493e-05	0.999988
N/A	2.48e-05	1	1.11477e-07	0.000481158	0.999519
N/A	2.48e-05	1	1.15119e-07	1.73223e-05	0.999983
N/A	2.48e-05	0.999999	5.61339e-07	0.00353769	0.996462
N/A	2.48e-05	1	1.09319e-07	1.83988e-06	0.999998
N/A	2.48e-05	1	1.13573e-07	5.42595e-06	0.999995
N/A	2.48e-05	1	1.95592e-07	2.36692e-07	1
N/A	2.48e-05	1	2.98982e-07	2.65158e-07	1
N/A	2.48e-05	1	1.56323e-07	6.4612e-07	0.999999
N/A	2.48e-05	1	1.07452e-07	0.000804243	0.999196
N/A	2.48e-05	1	1.21926e-07	1.8073e-05	0.999982
N/A	2.48e-05	1	2.02805e-07	0.000126952	0.999873
N/A	2.48e-05	1	1.5381e-07	4.55737e-05	0.999954
N/A	2.48e-05	1	2.16921e-07	0.0050677	0.994932
N/A	2.48e-05	1	2.46695e-07	0.00284306	0.997157
N/A	2.48e-05	0.999999	7.41589e-07	1.49332e-07	1
N/A	2.48e-05	1	2.94174e-07	1.87369e-07	1
N/A	2.48e-05	1	1.10356e-07	3.01876e-07	1
N/A	2.48e-05	1	1.24032e-07	2.76944e-07	1
N/A	2.48e-05	1	1.0375e-07	4.46893e-06	0.999996
N/A	2.48e-05	1	1.06467e-07	4.5858e-07	1
N/A	2.48e-05	1	1.37535e-07	0.00477621	0.995224
N/A	2.48e-05	1	1.48018e-07	5.5051e-07	0.999999
N/A	2.48e-05	1	2.9655e-07	2.70449e-07	1
N/A	2.48e-05	1	4.05845e-07	4.41921e-05	0.999956
N/A	2.48e-05	1	3.89153e-07	0.0064686	0.993531
N/A	2.48e-05	1	2.04304e-07	2.73696e-07	1
N/A	2.48e-05	1	1.28661e-07	4.49404e-05	0.999955
N/A	2.48e-05	1	2.78766e-07	0.00481202	0.995188
N/A	2.48e-05	1	3.18637e-07	0.00934207	0.990658
N/A	2.48e-05	1	2.64888e-07	0.00454206	0.995458
N/A	2.48e-05	1	2.08183e-07	2.4919e-07	1
N/A	2.48e-05	1	1.08062e-07	1.38936e-05	0.999986
N/A	2.48e-05	1	2.37356e-07	0.00591016	0.99409
N/A	2.48e-05	1	1.25664e-07	1.38581e-07	1
N/A	2.48e-05	1	1.62607e-07	1.04959e-07	1
N/A	2.48e-05	1	3.87482e-07	0.000719429	0.999281
N/A	2.48e-05	1	1.01313e-07	1.19868e-06	0.999999
N/A	2.48e-05	1	1.21273e-07	6.08756e-07	0.999999
N/A	2.48e-05	1	3.73152e-07	1.11173e-07	1
N/A	2.48e-05	1	1.3931e-07	0.000772648	0.999227
N/A	2.48e-05	0.999999	7.41924e-07	0.00908603	0.990914
N/A	2.48e-05	1	2.29122e-07	0.00837642	0.991624
N/A	2.48e-05	1	1.29621e-07	0.00539552	0.994604
N/A	2.48e-05	1	1.74579e-07	6.53231e-06	0.999993
N/A	2.48e-05	1	1.85475e-07	5.80189e-05	0.999942
N/A	2.48e-05	1	1.77507e-07	1.29513e-06	0.999999
N/A	2.48e-05	0.999999	5.97115e-07	2.07329e-07	1
N/A	2.48e-05	1	2.99423e-07	4.37233e-07	1
N/A	2.48e-05	1	1.00683e-07	0.000114491	0.999886
N/A	2.48e-05	1	1.12096e-07	2.08314e-06	0.999998
N/A	2.48e-05	1	1.00326e-07	0.000128433	0.999872
N/A	2.48e-05	1	1.66292e-07	0.000286994	0.999713
N/A	2.48e-05	1	2.57635e-07	0.00488899	0.995111
N/A	2.48e-05	1	1.13624e-07	2.26235e-06	0.999998
N/A	2.48e-05	1	2.95694e-07	6.43983e-05	0.999936
N/A	2.48e-05	1	1.01255e-07	0.00275961	0.99724
N/A	2.48e-05	1	1.03846e-07	0.000142864	0.999857
N/A	2.48e-05	1	2.67447e-07	1.89131e-06	0.999998
N/A	2.48e-05	1	2.14259e-07	2.76849e-07	1
N/A	2.48e-05	1	1.02209e-07	9.61479e-05	0.999904
N/A	2.48e-05	1	1.28969e-07	2.92838e-07	1
N/A	2.48e-05	1	1.32784e-07	0.000517083	0.999483
N/A	2.48e-05	1	2.86238e-07	2.41093e-05	0.999976
N/A	2.48e-05	1	1.33784e-07	6.22882e-05	0.999938
N/A	2.48e-05	1	2.47205e-07	2.4095e-05	0.999976
N/A	2.48e-05	1	1.07193e-07	0.000621763	0.999378
N/A	2.48e-05	1	3.62487e-07	0.00744067	0.992559
N/A	2.48e-05	1	1.12814e-07	1.85291e-06	0.999998
N/A	2.48e-05	1	1.99772e-07	0.00490696	0.995093
N/A	2.48e-05	1	4.35474e-07	0.00024441	0.999756
N/A	2.48e-05	1	1.27428e-07	1.71426e-07	1
N/A	2.48e-05	1	1.47159e-07	4.40656e-06	0.999996
N/A	2.48e-05	1	1.17937e-07	0.000583377	0.999417
N/A	2.48e-05	1	1.18721e-07	4.2977e-05	0.999957
N/A	2.48e-05	1	1.32598e-07	1.73798e-07	1
N/A	2.48e-05	1	1.7225e-07	7.53056e-06	0.999992
N/A	2.48e-05	1	2.00002e-07	6.85899e-07	0.999999
N/A	2.48e-05	1	1.3681e-07	5.845e-06	0.999994
N/A	2.48e-05	1	1.07015e-07	0.000262699	0.999737
N/A	2.48e-05	1	2.69547e-07	1.58837e-07	1
N/A	2.48e-05	1	1.2268e-07	0.000330569	0.999669
N/A	2.48e-05	1	1.35413e-07	3.64787e-05	0.999964
N/A	2.48e-05	1	4.07976e-07	0.00036147	0.999639
N/A	2.48e-05	1	2.27594e-07	0.0043763	0.995624
N/A	2.48e-05	1	2.79296e-07	2.80035e-07	1
N/A	2.48e-05	1	2.03786e-07	0.00138408	0.998616
N/A	2.48e-05	0.999999	1.16425e-06	0.00147257	0.998527
N/A	2.48e-05	1	1.40554e-07	6.01034e-07	0.999999
N/A	2.48e-05	1	1.41258e-07	5.65572e-05	0.999943
N/A	2.48e-05	1	1.5195e-07	2.54847e-06	0.999997
N/A	2.48e-05	1	2.95025e-07	8.27077e-05	0.999917
N/A	2.48e-05	1	2.26042e-07	0.000330652	0.999669
N/A	2.48e-05	1	1.42822e-07	1.26368e-05	0.999987
N/A	2.48e-05	1	1.10263e-07	5.99303e-06	0.999994
N/A	2.48e-05	1	1.11307e-07	1.55525e-05	0.999984
N/A	2.48e-05	1	2.23731e-07	8.81159e-07	0.999999
N/A	2.48e-05	1	1.03053e-07	9.19707e-06	0.999991
N/A	2.48e-05	1	2.1113e-07	0.00481158	0.995188
N/A	2.48e-05	1	1.84715e-07	4.9825e-07	1
N/A	2.48e-05	1	1.24421e-07	2.46209e-05	0.999975
N/A	2.48e-05	1	1.0413e-07	0.00706321	0.992937
N/A	2.48e-05	1	1.26786e-07	0.00236662	0.997633
N/A	2.48e-05	1	1.04342e-07	0.000503289	0.999497
N/A	2.48e-05	1	1.86962e-07	0.00106522	0.998935
N/A	2.48e-05	1	3.99513e-07	0.000345476	0.999655
N/A	2.48e-05	1	1.74444e-07	0.00770361	0.992296
N/A	2.48e-05	1	1.19689e-07	0.00249446	0.997506
N/A	2.48e-05	1	2.72262e-07	0.000510676	0.999489
N/A	2.48e-05	1	1.06849e-07	0.00959618	0.990404
N/A	2.48e-05	1	2.33118e-07	4.14294e-06	0.999996
N/A	2.48e-05	1	1.23327e-07	8.22114e-05	0.999918
N/A	2.48e-05	1	1.56395e-07	1.05572e-07	1
N/A	2.48e-05	1	1.82177e-07	0.000189448	0.999811
N/A	2.48e-05	1	2.93367e-07	0.000386213	0.999614
N/A	2.48e-05	1	1.12111e-07	0.00114651	0.998853
N/A	2.48e-05	1	1.60903e-07	0.000654117	0.999346
N/A	2.48e-05	1	1.1934e-07	0.00473394	0.995266
N/A	2.48e-05	1	2.46554e-07	3.13858e-07	1
N/A	2.48e-05	1	1.99186e-07	3.94614e-06	0.999996
N/A	2.48e-05	1	2.01414e-07	0.000115891	0.999884
N/A	2.48e-05	1	1.76883e-07	0.00120907	0.998791
N/A	2.48e-05	1	1.68438e-07	3.17374e-07	1
N/A	2.48e-05	1	1.43613e-07	8.60466e-05	0.999914
N/A	2.48e-05	1	4.189e-07	6.12068e-06	0.999994
N/A	2.48e-05	1	3.9093e-07	8.87739e-05	0.999911
N/A	2.48e-05	0.999999	6.33061e-07	1.16136e-05	0.999988
N/A	2.48e-05	1	1.02058e-07	2.73323e-06	0.999997
N/A	2.48e-05	1	4.20637e-07	3.25869e-06	0.999997
N/A	2.48e-05	1	1.25926e-07	0.00145828	0.998542
N/A	2.48e-05	1	1.4719e-07	6.26402e-05	0.999937
N/A	2.48e-05	1	1.01974e-07	4.38358e-07	1
N/A	2.48e-05	1	1.52269e-07	5.58075e-06	0.999994
N/A	2.48e-05	1	1.79347e-07	1.66123e-06	0.999998
N/A	2.48e-05	1	3.46211e-07	0.00383801	0.996162
N/A	2.48e-05	1	3.63786e-07	0.00199629	0.998004
N/A	2.48e-05	1	1.45572e-07	4.08239e-06	0.999996
N/A	2.48e-05	1	2.75596e-07	0.00927902	0.990721
N/A	2.48e-05	1	2.40786e-07	0.000376661	0.999623
N/A	2.48e-05	1	3.41652e-07	7.84418e-05	0.999922
N/A	2.48e-05	1	2.60457e-07	0.000214472	0.999786
N/A	2.48e-05	1	2.51603e-07	1.68189e-06	0.999998
N/A	2.48e-05	1	2.22997e-07	0.00728674	0.992713
N/A	2.48e-05	1	1.34088e-07	1.23465e-06	0.999999
N/A	2.48e-05	0.999999	7.39478e-07	0.000220708	0.999779
N/A	2.48e-05	1	2.76625e-07	1.13658e-05	0.999989
N/A	2.48e-05	1	2.28368e-07	0.000618754	0.999381
N/A	2.48e-05	1	2.18162e-07	2.69594e-05	0.999973
N/A	2.48e-05	1	1.2814e-07	5.89279e-06	0.999994
N/A	2.48e-05	1	1.20494e-07	0.000268418	0.999732
N/A	2.48e-05	1	4.60473e-07	0.000225603	0.999774
N/A	2.48e-05	1	2.74699e-07	0.000521316	0.999479
N/A	2.48e-05	1	1.25334e-07	2.72109e-07	1
N/A	2.48e-05	1	2.14474e-07	1.03265e-07	1
N/A	2.48e-05	1	1.09504e-07	1.07803e-07	1
N/A	2.48e-05	1	3.339e-07	3.02979e-06	0.999997
N/A	2.48e-05	1	1.48743e-07	7.15473e-07	0.999999
N/A	2.48e-05	0.999999	7.69757e-07	1.07798e-05	0.999989
N/A	2.48e-05	1	2.82803e-07	1.26547e-06	0.999999
N/A	2.48e-05	1	1.00089e-07	0.000176976	0.999823
N/A	2.48e-05	1	1.31401e-07	7.73917e-05	0.999923
N/A	2.48e-05	1	1.66914e-07	0.00588033	0.99412
N/A	2.48e-05	1	2.22303e-07	1.39692e-06	0.999999
N/A	2.48e-05	1	1.99155e-07	0.00315114	0.996849
N/A	2.48e-05	0.999999	5.18211e-07	0.000188135	0.999812
N/A	2.48e-05	1	3.2736e-07	1.7349e-06	0.999998
N/A	2.48e-05	1	1.21527e-07	0.00150641	0.998494
N/A	2.48e-05	1	1.77068e-07	4.1521e-07	1
N/A	2.48e-05	1	1.73576e-07	0.00177074	0.998229
N/A	2.48e-05	1	1.13843e-07	1.41943e-05	0.999986
N/A	2.48e-05	1	2.55795e-07	0.00726476	0.992735
N/A	2.48e-05	1	2.12098e-07	0.000320045	0.99968
N/A	2.48e-05	1	2.00837e-07	0.000261464	0.999739
N/A	2.48e-05	1	1.13742e-07	0.00653705	0.993463
N/A	2.48e-05	1	1.94129e-07	5.05707e-06	0.999995
N/A	2.48e-05	1	1.27844e-07	0.00177859	0.998221
N/A	2.48e-05	0.999999	7.74084e-07	6.05848e-07	0.999999
N/A	2.48e-05	1	1.23096e-07	1.31107e-05	0.999987
N/A	2.48e-05	1	2.32523e-07	4.56877e-06	0.999995
N/A	2.48e-05	1	2.41538e-07	5.38011e-07	0.999999
N/A	2.48e-05	1	1.31442e-07	2.09224e-07	1
N/A	2.48e-05	1	3.12682e-07	5.94303e-07	0.999999
N/A	2.48e-05	1	1.30188e-07	5.18151e-07	0.999999
N/A	2.48e-05	0.999999	8.52231e-07	0.000156213	0.999844
N/A	2.48e-05	1	3.46052e-07	1.55234e-06	0.999998
N/A	2.48e-05	1	1.74417e-07	0.00527473	0.994725
N/A	2.48e-05	1	1.6362e-07	2.09505e-05	0.999979
N/A	2.48e-05	0.999999	6.14634e-07	0.000182873	0.999817
N/A	2.48e-05	1	4.78896e-07	4.53462e-06	0.999995
N/A	2.48e-05	1	1.44109e-07	1.48494e-06	0.999999
N/A	2.48e-05	1	2.75206e-07	3.72555e-05	0.999963
N/A	2.48e-05	1	1.05726e-07	6.59488e-06	0.999993
N/A	2.48e-05	1	3.34612e-07	6.0243e-05	0.99994
N/A	2.48e-05	1	1.5722e-07	0.00153703	0.998463
N/A	2.48e-05	1	1.77295e-07	6.15958e-05	0.999938
N/A	2.48e-05	1	1.08193e-07	8.32043e-05	0.999917
N/A	2.48e-05	0.999999	6.69571e-07	0.000443442	0.999557
N/A	2.48e-05	1	1.41919e-07	1.4524e-06	0.999999
N/A	2.48e-05	1	1.24142e-07	2.08378e-06	0.999998
N/A	2.48e-05	1	1.30452e-07	2.98549e-07	1
N/A	2.48e-05	1	1.08039e-07	8.06076e-07	0.999999
N/A	2.48e-05	1	1.60019e-07	2.90091e-07	1
N/A	2.48e-05	1	1.07822e-07	0.00274597	0.997254
N/A	2.48e-05	1	1.18498e-07	3.24666e-07	1
N/A	2.48e-05	1	2.57354e-07	0.000110352	0.99989
N/A	2.48e-05	1	3.29053e-07	0.000251377	0.999749
N/A	2.48e-05	1	1.30981e-07	0.000330389	0.99967
N/A	2.48e-05	1	2.0576e-07	2.72187e-06	0.999997
N/A	2.48e-05	0.999999	7.30817e-07	0.000468484	0.999532
N/A	2.48e-05	1	1.72546e-07	0.000340575	0.999659
N/A	2.48e-05	1	1.32548e-07	9.95452e-06	0.99999
N/A	2.48e-05	1	2.77569e-07	0.00239813	0.997602
N/A	2.48e-05	1	1.35822e-07	0.000993342	0.999007
N/A	2.48e-05	1	1.48507e-07	0.000238746	0.999761
N/A	2.48e-05	1	1.48786e-07	2.72913e-06	0.999997
N/A	2.48e-05	1	1.35023e-07	0.00903477	0.990965
N/A	2.48e-05	1	1.04261e-07	0.000196078	0.999804
N/A	2.48e-05	1	2.50499e-07	1.77115e-06	0.999998
N/A	2.48e-05	0.999999	6.85352e-07	1.96509e-05	0.99998
N/A	2.48e-05	1	1.42657e-07	1.80906e-07	1
N/A	2.48e-05	1	1.23305e-07	2.65152e-06	0.999997
N/A	2.48e-05	1	2.40698e-07	5.54376e-07	0.999999
N/A	2.48e-05	1	3.3082e-07	2.67772e-06	0.999997
N/A	2.48e-05	1	1.89905e-07	1.37032e-07	1
N/A	2.48e-05	1	1.84929e-07	2.34326e-07	1
N/A	2.48e-05	1	2.00534e-07	0.0073166	0.992683
N/A	2.48e-05	1	2.72195e-07	0.00261275	0.997387
N/A	2.48e-05	1	1.5707e-07	1.02683e-06	0.999999
N/A	2.48e-05	1	1.12272e-07	0.000957485	0.999043
N/A	2.48e-05	1	1.63389e-07	1.32034e-06	0.999999
N/A	2.48e-05	1	1.43843e-07	0.00068523	0.999315
N/A	2.48e-05	1	1.19101e-07	1.392e-05	0.999986
N/A	2.48e-05	1	1.50465e-07	1.45601e-05	0.999985
N/A	2.48e-05	1	2.93371e-07	0.00124422	0.998756
N/A	2.48e-05	1	1.39985e-07	0.00131549	0.998685
N/A	2.48e-05	1	2.13504e-07	0.00311561	0.996884
N/A	2.48e-05	1	2.1614e-07	0.00467975	0.99532
N/A	2.48e-05	1	4.18551e-07	9.82425e-07	0.999999
N/A	2.48e-05	1	1.87922e-07	1.99501e-07	1
N/A	2.48e-05	1	1.16551e-07	0.00368123	0.996319
N/A	2.48e-05	1	1.52916e-07	6.6467e-06	0.999993
N/A	2.48e-05	1	1.00168e-07	5.86387e-06	0.999994
N/A	2.48e-05	0.999999	7.42605e-07	1.42163e-05	0.999986
N/A	2.48e-05	1	1.59144e-07	0.00193153	0.998068
N/A	2.48e-05	1	1.06976e-07	0.00569261	0.994307
N/A	2.48e-05	1	1.03803e-07	1.22454e-07	1
N/A	2.48e-05	1	1.11365e-07	3.22625e-07	1
N/A	2.48e-05	0.999999	5.11369e-07	0.00166072	0.998339
N/A	2.48e-05	1	1.41183e-07	4.51976e-06	0.999995
N/A	2.48e-05	1	1.55574e-07	0.000697888	0.999302
N/A	2.48e-05	1	1.1156e-07	0.00209847	0.997902
N/A	2.48e-05	1	1.04952e-07	1.87533e-05	0.999981
N/A	2.48e-05	1	1.50619e-07	3.52379e-06	0.999996
N/A	2.48e-05	1	2.63423e-07	0.000384028	0.999616
N/A	2.48e-05	1	1.84272e-07	8.0685e-07	0.999999
N/A	2.48e-05	1	2.91553e-07	0.00106644	0.998934
N/A	2.48e-05	1	1.54133e-07	0.00283264	0.997167
N/A	2.48e-05	1	2.04759e-07	0.000731695	0.999268
N/A	2.48e-05	1	1.18097e-07	2.081e-05	0.999979
N/A	2.48e-05	1	2.06339e-07	1.26095e-05	0.999987
N/A	2.48e-05	1	2.30386e-07	8.26773e-06	0.999992
N/A	2.48e-05	1	1.80178e-07	1.93379e-07	1
N/A	2.48e-05	1	1.77457e-07	1.78551e-07	1
N/A	2.48e-05	1	3.00257e-07	1.09566e-05	0.999989
N/A	2.48e-05	1	1.0506e-07	0.00889664	0.991103
N/A	2.48e-05	1	1.7314e-07	0.000131699	0.999868
N/A	2.48e-05	1	1.172e-07	0.00180003	0.9982
N/A	2.48e-05	1	1.65856e-07	0.00108621	0.998914
N/A	2.48e-05	1	2.81996e-07	0.000356271	0.999644
N/A	2.48e-05	1	4.84347e-07	8.04158e-06	0.999992
N/A	2.48e-05	1	2.74289e-07	1.24482e-06	0.999999
N/A	2.48e-05	1	1.31184e-07	2.12029e-07	1
N/A	2.48e-05	1	3.38417e-07	1.45195e-05	0.999985
N/A	2.48e-05	1	1.17493e-07	0.000108574	0.999891
N/A	2.48e-05	1	2.30104e-07	0.000116482	0.999884
N/A	2.48e-05	1	2.62867e-07	7.6672e-07	0.999999
N/A	2.48e-05	1	1.94309e-07	2.64827e-05	0.999974
N/A	2.48e-05	1	1.02385e-07	0.00749106	0.992509
N/A	2.48e-05	1	1.53743e-07	1.01727e-05	0.99999
N/A	2.48e-05	1	2.88165e-07	0.00177348	0.998227
N/A	2.48e-05	0.999999	5.69916e-07	4.32958e-06	0.999996
N/A	2.48e-05	1	1.34811e-07	1.59999e-05	0.999984
N/A	2.48e-05	0.999999	6.59661e-07	0.00140462	0.998595
N/A	2.48e-05	1	3.92103e-07	0.000104502	0.999895
N/A	2.48e-05	1	1.1583e-07	5.11267e-07	0.999999
N/A	2.48e-05	1	1.53698e-07	2.82349e-07	1
N/A	2.48e-05	1	3.56671e-07	3.14338e-06	0.999997
N/A	2.48e-05	1	4.0222e-07	0.000369855	0.99963
N/A	2.48e-05	1	1.25544e-07	0.000226451	0.999774
N/A	2.48e-05	1	1.4051e-07	2.45848e-06	0.999998
N/A	2.48e-05	1	1.76163e-07	1.73071e-06	0.999998
N/A	2.48e-05	1	1.19349e-07	9.64085e-06	0.99999
N/A	2.48e-05	1	1.25405e-07	0.00481967	0.99518
N/A	2.48e-05	1	2.69604e-07	2.13907e-07	1
N/A	2.48e-05	1	1.16559e-07	1.11204e-07	1
N/A	2.48e-05	1	1.10277e-07	4.3055e-07	1
N/A	2.48e-05	1	1.13913e-07	2.08107e-05	0.999979
N/A	2.48e-05	1	1.44305e-07	3.06878e-07	1
N/A	2.48e-05	1	3.21789e-07	4.80897e-06	0.999995
N/A	2.48e-05	1	4.05269e-07	1.37546e-07	1
N/A	2.48e-05	1	1.36804e-07	7.91589e-07	0.999999
N/A	2.48e-05	1	1.79151e-07	3.49768e-07	1
N/A	2.48e-05	1	1.01175e-07	2.77123e-06	0.999997
N/A	2.48e-05	1	1.84577e-07	3.14016e-06	0.999997
N/A	2.48e-05	0.999999	5.57224e-07	0.000436741	0.999563
N/A	2.48e-05	1	4.14786e-07	4.99101e-06	0.999995
N/A	2.48e-05	1	2.09858e-07	0.00362163	0.996378
N/A	2.48e-05	1	1.70344e-07	6.29974e-06	0.999994
N/A	2.48e-05	1	1.98335e-07	6.81656e-07	0.999999
N/A	2.48e-05	1	1.60184e-07	0.00228132	0.997719
N/A	2.48e-05	1	1.39238e-07	1.01335e-05	0.99999
N/A	2.48e-05	1	1.04526e-07	5.85649e-06	0.999994
N/A	2.48e-05	1	1.59812e-07	0.000156665	0.999843
N/A	2.48e-05	1	1.00417e-07	5.36436e-06	0.999995
N/A	2.48e-05	1	2.92743e-07	6.77813e-07	0.999999
N/A	2.48e-05	1	3.80815e-07	0.00756729	0.992433
